geneSymbol	geneName	ProbeID	logFC	P.Value	adj.P.Val
DTWD2	DTW domain containing 2	2940372	0.10635805	0.252869414	0.531286399
TCP1	t-complex 1	2750424	-0.112177701	0.252900848	0.531286399
NA	NA	5050672	0.095312638	0.252920863	0.531286399
HPS5	Hermansky-Pudlak syndrome 5	4760521	-0.087928782	0.25293388	0.531286399
NA	NA	1400193	0.098389572	0.252959719	0.531286399
IP6K2	inositol hexakisphosphate kinase 2	460719	0.098373828	0.252962117	0.531286399
THBS1	thrombospondin 1	5810685	0.123343039	0.252969634	0.531286399
TSPAN10	tetraspanin 10	3310097	0.07686247	0.253209796	0.531740571
VPS41	vacuolar protein sorting 41 homolog (S. cerevisiae)	6580452	0.075224994	0.253322029	0.531905658
AGPAT2	"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)"	3850370	0.096826298	0.253336244	0.531905658
FBXO5	F-box protein 5	5670255	-0.084442476	0.253391343	0.531953296
RAVER2	"ribonucleoprotein, PTB-binding 2"	6370039	0.078547617	0.253406979	0.531953296
NA	NA	5290220	0.09586161	0.253452148	0.531953296
TRADD	TNFRSF1A-associated via death domain	20347	-0.086512103	0.253498415	0.531953296
RNASE10	"ribonuclease, RNase A family, 10 (non-active)"	6860408	0.077854181	0.253502275	0.531953296
TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	2470408	0.077492683	0.253502452	0.531953296
POLM	"polymerase (DNA directed), mu"	7570553	0.082669957	0.253586659	0.532079792
C16orf91	chromosome 16 open reading frame 91	4890056	-0.092987139	0.253637311	0.532135863
NID2	nidogen 2 (osteonidogen)	1580709	0.086736885	0.253675541	0.532144739
LGALS3BP	"lectin, galactoside-binding, soluble, 3 binding protein"	4290730	0.084949465	0.253694418	0.532144739
C19orf48	chromosome 19 open reading frame 48	2650349	-0.085520227	0.253713327	0.532144739
MYNN	myoneurin	3420634	0.077843826	0.253764586	0.532202058
NA	NA	3940519	-0.074739229	0.253796346	0.532218475
RBM12	RNA binding motif protein 12	4880021	0.097617755	0.253856198	0.532293794
NA	NA	1340687	-0.077773055	0.253930182	0.532398729
NA	NA	6040100	0.076047877	0.254013221	0.532522626
TMEM175	transmembrane protein 175	1090564	0.083886439	0.254097723	0.532646389
ETV1	ets variant 1	1010324	-0.086011339	0.254120158	0.532646389
CCNDBP1	cyclin D-type binding-protein 1	130703	-0.104798866	0.254177405	0.532704847
ZNF526	zinc finger protein 526	2750040	0.085184858	0.254195954	0.532704847
PKD2	polycystic kidney disease 2 (autosomal dominant)	5360687	-0.07917141	0.254332461	0.532940695
OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	4120750	0.091872287	0.254418037	0.533069787
ZNF654	zinc finger protein 654	4120600	0.083342623	0.25449915	0.533151255
NA	NA	1010170	0.080317176	0.254504866	0.533151255
NA	NA	2350689	0.0771244	0.254572197	0.53317508
MAX	MYC associated factor X	2680577	0.083204559	0.254576509	0.53317508
NA	NA	1190259	0.105511275	0.254588164	0.53317508
TDP1	tyrosyl-DNA phosphodiesterase 1	3140181	-0.079577818	0.254632111	0.533216904
KIAA1683	KIAA1683	3850754	0.075619147	0.254731863	0.533348601
NR2F6	"nuclear receptor subfamily 2, group F, member 6"	1010692	0.083333142	0.254742967	0.533348601
NA	NA	2070138	0.098867218	0.254853702	0.533503605
ARMC8	armadillo repeat containing 8	940736	0.082309609	0.254895549	0.533503605
WDR4	WD repeat domain 4	6020440	0.084413731	0.254911017	0.533503605
TSPAN6	tetraspanin 6	240736	-0.078824776	0.25491296	0.533503605
NA	NA	7610376	0.081292137	0.254956019	0.533516659
LOC613037	nuclear pore complex interacting protein pseudogene	2760189	0.103069861	0.254984402	0.533516659
NA	NA	1770475	-0.111236504	0.254991167	0.533516659
TMEM106B	transmembrane protein 106B	50427	0.086838162	0.255053512	0.533539234
RALGDS	ral guanine nucleotide dissociation stimulator	2140735	-0.090053887	0.255054486	0.533539234
MEI1	meiosis inhibitor 1	1340326	0.078923707	0.25507393	0.533539234
NA	NA	1450215	0.077128318	0.25513569	0.533618227
DNAJA3	"DnaJ (Hsp40) homolog, subfamily A, member 3"	6560445	0.091681388	0.255198777	0.533699981
NFKBIB	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"	2360537	0.079887522	0.255492968	0.534227005
SLC35E4	"solute carrier family 35, member E4"	2940630	0.143660946	0.255498827	0.534227005
NA	NA	4610368	-0.086752482	0.255567074	0.534287958
CTBP2	C-terminal binding protein 2	1010494	0.093615169	0.25558792	0.534287958
FOXO6	forkhead box O6	1690364	0.096233432	0.255600053	0.534287958
PRKD1	protein kinase D1	1070184	-0.080236905	0.255655054	0.534352702
DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	870246	-0.089128702	0.255712086	0.53439641
MKRN2	makorin ring finger protein 2	360753	-0.093334726	0.255740744	0.53439641
RAP2B	"RAP2B, member of RAS oncogene family"	2750341	-0.078096348	0.255748055	0.53439641
MCRS1	microspherule protein 1	2600553	0.108381191	0.255821086	0.534436821
NA	NA	6590487	-0.079995259	0.255831443	0.534436821
NA	NA	4260600	-0.088146835	0.255839489	0.534436821
PSMB2	"proteasome (prosome, macropain) subunit, beta type, 2"	610138	0.090146408	0.255893119	0.534489652
SPATA4	spermatogenesis associated 4	1500431	0.08888395	0.255924564	0.534489652
DDX50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	430577	-0.07780663	0.255983249	0.534489652
NA	NA	5090711	0.080583848	0.256012545	0.534489652
LEPREL2	leprecan-like 2	6760632	0.103924813	0.256015049	0.534489652
NUDT6	nudix (nucleoside diphosphate linked moiety X)-type motif 6	3360743	0.074353588	0.256027964	0.534489652
SBNO2	strawberry notch homolog 2 (Drosophila)	3190609	0.093893042	0.256033017	0.534489652
EMG1	EMG1 nucleolar protein homolog (S. cerevisiae)	4850091	-0.076038351	0.256086645	0.534551427
NA	NA	1940025	-0.090239323	0.256161986	0.534658509
UGP2	UDP-glucose pyrophosphorylase 2	3840053	-0.08880718	0.256219666	0.534726248
NA	NA	6350746	0.078134691	0.25624253	0.534726248
RNF150	ring finger protein 150	3440133	-0.106500064	0.256279853	0.534753956
MATR3	matrin 3	5220441	-0.136845853	0.256382628	0.53487598
NA	NA	1050164	-0.074790975	0.256392679	0.53487598
CHFR	checkpoint with forkhead and ring finger domains	830168	0.075198078	0.256432066	0.53487598
NA	NA	630021	-0.094655148	0.256434538	0.53487598
UBN2	ubinuclein 2	4010494	0.081046321	0.256491296	0.534935226
RANBP2	RAN binding protein 2	1500300	0.082910998	0.256511051	0.534935226
NA	NA	5310553	-0.085315906	0.256832547	0.535555462
BTBD1	BTB (POZ) domain containing 1	4480008	-0.140885013	0.256876921	0.53559247
KBTBD4	kelch repeat and BTB (POZ) domain containing 4	5700017	0.087701194	0.256922119	0.53559247
ST6GALNAC3	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"	1230524	-0.075080269	0.256930326	0.53559247
WDR91	WD repeat domain 91	7150367	0.078320492	0.256962191	0.53559247
PPM1F	"protein phosphatase, Mg2+/Mn2+ dependent, 1F"	240348	-0.090914732	0.256970712	0.53559247
PSEN2	presenilin 2 (Alzheimer disease 4)	4040605	0.083876734	0.257098536	0.535808672
MYH9	"myosin, heavy chain 9, non-muscle"	1510458	0.09763798	0.257165691	0.535880979
NA	NA	5570398	0.09877044	0.257182831	0.535880979
SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	4810274	0.077802338	0.257208271	0.535880979
ACVR1	"activin A receptor, type I"	6940360	0.079352912	0.257229617	0.535880979
NA	NA	6200154	0.1037206	0.25725971	0.535893471
NA	NA	4920224	-0.082775383	0.257318275	0.535916385
NA	NA	5700709	0.088392915	0.257318907	0.535916385
NA	NA	1580484	0.076806801	0.257348806	0.535928467
NA	NA	2710524	-0.091758172	0.257565312	0.536329118
C7orf36	chromosome 7 open reading frame 36	4120309	0.091452342	0.257899763	0.536975267
NA	NA	4040168	0.080759559	0.257924426	0.536976344
UFL1	UFM1-specific ligase 1	4150564	-0.081534912	0.25808174	0.537205439
NA	NA	430246	0.085243296	0.258082778	0.537205439
ALG1	"asparagine-linked glycosylation 1, beta-1,4-mannosyltransferase homolog (S. cerevisiae)"	5560670	0.081249607	0.258304643	0.537590935
NA	NA	1710162	0.084186701	0.258316324	0.537590935
MT2A	metallothionein 2A	450615	0.100466351	0.258523636	0.53792456
HDX	highly divergent homeobox	4830551	-0.085661332	0.258544601	0.53792456
AGPAT4	"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)"	3440025	0.084849913	0.258580304	0.53792456
NFE2L3	nuclear factor (erythroid-derived 2)-like 3	5820035	-0.080845816	0.25858581	0.53792456
OAS2	"2'-5'-oligoadenylate synthetase 2, 69/71kDa"	7320561	0.111546368	0.258597575	0.53792456
LIN52	lin-52 homolog (C. elegans)	10102	0.082939734	0.258758587	0.538183811
COL1A1	"collagen, type I, alpha 1"	6960142	0.108380207	0.258770605	0.538183811
NA	NA	580575	-0.084357771	0.258839282	0.538276304
ZNF329	zinc finger protein 329	7160148	0.080609157	0.258940875	0.538416093
AP1G2	"adaptor-related protein complex 1, gamma 2 subunit"	7400468	0.087584817	0.258990089	0.538416093
ORAOV1	oral cancer overexpressed 1	4880053	0.078776839	0.259001138	0.538416093
RILPL2	Rab interacting lysosomal protein-like 2	1660286	-0.076255084	0.259003344	0.538416093
PRR15L	proline rich 15-like	630243	0.082102592	0.259069812	0.538503931
KCNMB2	"potassium large conductance calcium-activated channel, subfamily M, beta member 2"	4390471	0.091669366	0.259158465	0.538575325
NA	NA	2190441	0.076296744	0.259181747	0.538575325
SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)	5080458	0.084934211	0.259188057	0.538575325
PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	6650605	0.091011916	0.259236333	0.538575325
GRK6	G protein-coupled receptor kinase 6	7570717	-0.082341441	0.259241469	0.538575325
NA	NA	7510100	-0.085128083	0.259249465	0.538575325
RUSC2	RUN and SH3 domain containing 2	2260577	-0.089175238	0.259276371	0.538579424
NA	NA	2680161	0.076160641	0.259299874	0.538579424
NA	NA	5270097	0.093906851	0.259344369	0.538593073
NA	NA	3800437	0.078840907	0.259354882	0.538593073
C10orf35	chromosome 10 open reading frame 35	2510253	-0.082606486	0.259383956	0.538603156
NA	NA	4010500	0.074203005	0.259468039	0.538727449
LARP1B	"La ribonucleoprotein domain family, member 1B"	150475	-0.085447645	0.259546892	0.538840863
TARDBP	TAR DNA binding protein	2570139	-0.079076357	0.259583341	0.538848035
NDUFAB1	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa"	4860563	0.113558315	0.259600337	0.538848035
ACTR5	ARP5 actin-related protein 5 homolog (yeast)	2690670	-0.082817379	0.259623036	0.538848035
NA	NA	5340719	-0.09132613	0.259659853	0.538874157
LOC144438	hypothetical LOC144438	4150167	-0.082948607	0.25974595	0.539002537
NA	NA	2600056	-0.100563076	0.259862879	0.539194865
KLHDC10	kelch domain containing 10	2340348	-0.084156137	0.259918896	0.539260783
FAM20B	"family with sequence similarity 20, member B"	7650414	-0.083472444	0.259965799	0.539307781
IP6K2	inositol hexakisphosphate kinase 2	6250594	0.110078833	0.260059449	0.539451738
NA	NA	1400544	-0.07549679	0.260107362	0.539500805
RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	4920403	0.095741358	0.260161055	0.539556563
C14orf129	chromosome 14 open reading frame 129	5890608	-0.075419439	0.260189279	0.539556563
SLC12A8	"solute carrier family 12 (potassium/chloride transporters), member 8"	3710075	0.07925565	0.26020703	0.539556563
NA	NA	2760475	0.090397639	0.260248456	0.539592152
PLA2G12A	"phospholipase A2, group XIIA"	3310541	-0.089318355	0.260273995	0.539594795
NA	NA	1660220	0.080419099	0.260317107	0.539616704
NA	NA	450674	0.078218519	0.260333092	0.539616704
DENR	density-regulated protein	5260575	0.084654823	0.260393284	0.539691169
ZNF485	zinc finger protein 485	4210687	0.076721488	0.260574461	0.539939272
ARAP3	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"	7380255	0.079656769	0.260580237	0.539939272
NA	NA	1690639	-0.08148169	0.260596551	0.539939272
NFAM1	NFAT activating protein with ITAM motif 1	2710553	-0.10066519	0.260610106	0.539939272
DUSP28	dual specificity phosphatase 28	4210347	-0.075652707	0.260665338	0.539993698
ATL1	atlastin GTPase 1	5490528	-0.073798005	0.260685328	0.539993698
NA	NA	7330376	-0.082184427	0.260752439	0.539993698
PTTG1IP	pituitary tumor-transforming 1 interacting protein	6250053	-0.090641021	0.260775751	0.539993698
EPB41L2	erythrocyte membrane protein band 4.1-like 2	5490064	-0.075204405	0.260776766	0.539993698
ECD	ecdysoneless homolog (Drosophila)	7330551	-0.092563493	0.260782064	0.539993698
NLRP1	"NLR family, pyrin domain containing 1"	3800136	0.081554647	0.260849126	0.540051923
C17orf42	chromosome 17 open reading frame 42	1050427	0.093113099	0.260858751	0.540051923
ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	450576	-0.081801334	0.260890501	0.540067379
ABHD12	abhydrolase domain containing 12	7100615	0.079275034	0.260929002	0.540096806
NUP133	nucleoporin 133kDa	1450369	0.087859984	0.26095384	0.540097948
NA	NA	6400722	-0.076991847	0.261097716	0.540249879
NA	NA	4900576	0.074158755	0.261124242	0.540249879
FNBP1L	formin binding protein 1-like	4560092	-0.091173514	0.261127434	0.540249879
SLC39A6	"solute carrier family 39 (zinc transporter), member 6"	3060291	0.091577591	0.261161369	0.540249879
SCAND2	SCAN domain containing 2 pseudogene	2260296	-0.084798184	0.261168311	0.540249879
NA	NA	6330653	0.087402111	0.261173005	0.540249879
HDAC3	histone deacetylase 3	2060452	0.081632869	0.261214148	0.540263311
U2AF2	U2 small nuclear RNA auxiliary factor 2	1690114	-0.075130264	0.26123972	0.540263311
NA	NA	4050403	0.078507079	0.261252379	0.540263311
ALG8	"asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)"	2970296	0.083692873	0.261420006	0.540559695
NA	NA	2640482	0.082296611	0.26148063	0.540634783
NBEA	neurobeachin	6450592	0.080102014	0.261525523	0.540677335
NA	NA	4610736	0.088327984	0.261586934	0.540754026
DDX19A	DEAD (Asp-Glu-Ala-As) box polypeptide 19A	3520689	-0.08231557	0.261633421	0.540759865
BCL2L2	BCL2-like 2	5050156	-0.084007436	0.261647058	0.540759865
PTPN3	"protein tyrosine phosphatase, non-receptor type 3"	1470746	0.074537288	0.261662705	0.540759865
LIME1	Lck interacting transmembrane adaptor 1	6420450	0.079957685	0.261692525	0.540765639
NA	NA	6420228	-0.113881328	0.261714132	0.540765639
MOV10	"Mov10, Moloney leukemia virus 10, homolog (mouse)"	6580484	0.080417694	0.261763623	0.540817652
TSHZ1	teashirt zinc finger homeobox 1	1780300	-0.09026635	0.261964253	0.54110652
RPL36AL	ribosomal protein L36a-like	5220161	-0.075855592	0.261968401	0.54110652
NA	NA	4260356	-0.07787522	0.261976433	0.54110652
NA	NA	2350148	0.073976767	0.262087717	0.541286101
NET1	neuroepithelial cell transforming 1	2970379	-0.085034962	0.262126063	0.541315027
ZAK	sterile alpha motif and leucine zipper containing kinase AZK	4830279	-0.07883424	0.26223011	0.54135459
NA	NA	3420577	-0.083261913	0.262238742	0.54135459
PELP1	"proline, glutamate and leucine rich protein 1"	3310041	-0.086296071	0.262254208	0.54135459
NA	NA	4480195	-0.08194188	0.262265301	0.54135459
LRWD1	leucine-rich repeats and WD repeat domain containing 1	7100546	-0.073972153	0.262296012	0.54135459
NA	NA	1990475	0.081775803	0.26233233	0.54135459
ZBTB6	zinc finger and BTB domain containing 6	4210326	0.1133664	0.262339314	0.54135459
MED15	mediator complex subunit 15	5420243	0.097110091	0.262354082	0.54135459
NAPRT1	nicotinate phosphoribosyltransferase domain containing 1	3360131	-0.127871202	0.26237659	0.54135459
HIST2H4A	"histone cluster 2, H4a"	4890279	-0.090368444	0.262388647	0.54135459
NADKD1	NAD kinase domain containing 1	2760349	-0.095705703	0.262477555	0.541487788
AP4M1	"adaptor-related protein complex 4, mu 1 subunit"	2750168	-0.085410229	0.262514388	0.541493804
LMNA	lamin A/C	6020424	0.08870101	0.262542198	0.541493804
SERPINI1	"serpin peptidase inhibitor, clade I (neuroserpin), member 1"	3440156	-0.082973363	0.262553518	0.541493804
NA	NA	2370500	0.078440078	0.262619717	0.541543835
C2orf49	chromosome 2 open reading frame 49	870731	0.075250637	0.262639519	0.541543835
NA	NA	150040	0.080803246	0.262663261	0.541543835
NA	NA	2710328	-0.076178729	0.262675181	0.541543835
LOC100130276	hypothetical protein LOC100130276	2510446	-0.079365759	0.262809026	0.541769551
C1orf229	chromosome 1 open reading frame 229	2850050	0.078144303	0.262926674	0.541933186
SNORA21	"small nucleolar RNA, H/ACA box 21"	5910577	-0.08002299	0.262937141	0.541933186
CBY1	chibby homolog 1 (Drosophila)	4010521	-0.089140454	0.263066969	0.542150525
ERP44	endoplasmic reticulum protein 44	940286	-0.084180253	0.26312252	0.542183325
PALM	paralemmin	2630367	0.089082119	0.263131644	0.542183325
GTF3C2	"general transcription factor IIIC, polypeptide 2, beta 110kDa"	2640437	0.08438821	0.263213955	0.542302682
HOXA1	homeobox A1	2810139	0.077313085	0.263305967	0.542437038
NUDCD2	NudC domain containing 2	670195	-0.099489865	0.263327949	0.542437038
SFR1	SWI5-dependent recombination repair 1	380669	-0.076194619	0.26338863	0.542463925
SHC1	SHC (Src homology 2 domain containing) transforming protein 1	4590280	0.087882414	0.263419023	0.542463925
NA	NA	6560392	-0.108848054	0.263473772	0.542463925
NA	NA	610541	0.077260926	0.263535053	0.542463925
TDP1	tyrosyl-DNA phosphodiesterase 1	4070538	-0.077047821	0.263544766	0.542463925
NA	NA	1110278	0.092163895	0.263574241	0.542463925
FIZ1	FLT3-interacting zinc finger 1	3120554	0.087778137	0.263574796	0.542463925
NA	NA	7100609	-0.089469068	0.263584999	0.542463925
FAM149B1	"family with sequence similarity 149, member B1"	3130035	0.084745236	0.263588115	0.542463925
NA	NA	1260156	-0.117425038	0.26360573	0.542463925
ATP5S	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"	5560053	-0.09862603	0.263609319	0.542463925
NA	NA	4040376	0.092991627	0.263652893	0.542503394
STK32C	serine/threonine kinase 32C	3830670	0.076733303	0.263865713	0.542891072
C20orf43	chromosome 20 open reading frame 43	4180673	0.095843866	0.263933272	0.542979836
ATP2B1	"ATPase, Ca++ transporting, plasma membrane 1"	6180059	-0.087087272	0.264014306	0.543062349
TLN2	talin 2	1770026	0.089468257	0.264048741	0.543062349
NA	NA	780068	-0.079492071	0.264048958	0.543062349
NA	NA	1230600	0.130167808	0.264071057	0.543062349
KBTBD6	kelch repeat and BTB (POZ) domain containing 6	150039	-0.090603548	0.26419925	0.543274378
ELOVL5	ELOVL fatty acid elongase 5	4210129	-0.090500548	0.264223017	0.543274378
OOEP	oocyte expressed protein homolog (dog)	1030576	-0.083397749	0.264295362	0.543343774
